"Name","Street","City","Phone","Email"
"Gulden Beer","Grote Markt, 14","2000 Antwerpen / Anvers","+32 (3) 226.08.41",""
"Loran nv [HET FONDUEKE]","Oude Koornmarkt, 38","2000 Antwerpen / Anvers","+32 (3) 231.50.59",""
"Puszta","Bordeauxstraat, 11","2000 Antwerpen / Anvers","+32 (3) 203.09.05",""
"Ragueneau bvba","Leopold de Waelstraat, 7","2000 Antwerpen / Anvers","+32 (3) 238.05.71",""
"Dejavu/Bistro [DEJAVUE]","Stadswaag, 13","2000 Antwerpen / Anvers","",""
"Van Dyck/Paul","Kipdorp, 39","2000 Antwerpen / Anvers","+32 (3) 233.36.60",""
"Bon Bini","Paardenmarkt, 72","2000 Antwerpen / Anvers","+32 (3) 770.86.46",""
"Wokagogo","Suikerrui, 16","2000 Antwerpen / Anvers","+32 (3) 231.87.16",""
"Horta nv [GRAND CAFE HORTA]","Hopland, 2","2000 Antwerpen / Anvers","+32 (3) 232.28.15","info@grandcafehorta.be"
"Sint Mathijs (Tapabar) [ST. MATHIJS]","Pelgrimstraat, 21","2000 Antwerpen / Anvers","+32 (3) 234.01.22","info@tapa-bar.be"
"Black Diamond","Amerikalei, 72","2000 Antwerpen / Anvers","+32 (3) 257.06.66",""
"JK [C-FOOD]","Riemstraat, 2","2000 Antwerpen / Anvers","+32 (3) 257.22.81",""
"Da Antonio","Grote Markt, 6","2000 Antwerpen / Anvers","+32 (3) 232.17.07",""
"Trianon bvba","Jezusstraat, 19","2000 Antwerpen / Anvers","",""
"Restaurant Het Peerd [BIJ DE FIK]","Paardenmarkt, 53","2000 Antwerpen / Anvers","","resto-t-peerd@yahoo.com"
"I.N.S.T.","Kipdorpbrug, 8","2000 Antwerpen / Anvers","+32 (3) 234.22.34",""
"Bistro Vix [VIX]","Verbondstraat, 1","2000 Antwerpen / Anvers","+32 (3) 238.24.00",""
"Le Baron [IJSKREEMBAL LE BARON]","Sint-Katelijnevest, 74","2000 Antwerpen / Anvers","",""
"Vandepitte/Anthony [REST DER LEIEN]","Britselei, 49","2000 Antwerpen / Anvers","+32 (3) 288.66.95",""
"QILIN","Willem Ogierplaats, 2","2000 Antwerpen / Anvers","+32 (3) 234.97.42",""
"VAN DEN PUTTE/VICTOR ['T KERAVIKSKE]","Sint-Aldegondiskaai, 60","2000 Antwerpen / Anvers","",""
"Het Hemelse Gerecht [RESTAURANT KWAZIMODO]","Lijnwaadmarkt, 3","2000 Antwerpen / Anvers","+32 (3) 231.29.27",""
"De Vitis/Antonis","Grote Markt, 6","2000 Antwerpen / Anvers","+32 (3) 232.77.40",""
"Buttons/Pascale","Zirkstraat, 44","2000 Antwerpen / Anvers","+32 (3) 231.47.51",""
"Toros BVBA [PIZZERIA DELSUD]","Oude Koornmarkt, 5","2000 Antwerpen / Anvers","+32 (3) 226.52.45","delsudclassico@hotmail.com"
"STOHN-RESTAURANT","Graaf van Egmontstraat, 2","2000 Antwerpen / Anvers","+32 (3) 237.25.95",""
"De Herdt H. [TRIANON]","Jezusstraat, 19","2000 Antwerpen / Anvers","+32 (3) 225.19.04",""
"Hehuat/Mercy","Leopold de Waelstraat, 2","2000 Antwerpen / Anvers","+32 (3) 290.05.97",""
"Hehuat M.","Leopold de Waelstraat, 2","2000 Antwerpen / Anvers","+32 (3) 238.56.97",""
"Bizzie Lizzie","Vlaamsekaai, 16","2000 Antwerpen / Anvers","+32 (3) 238.61.97","bizzielizzie@popmail.com"
"Vanblo/Erwin [GONDOLA]","Godefriduskaai, 10","2000 Antwerpen / Anvers","+32 (3) 290.88.85",""
"Tezerdi/Ezgi","Volkstraat, 31","2000 Antwerpen / Anvers","+32 (3) 238.75.91",""
"'t Putteke/Steven ['T PUTKE]","Maalderijstraat, 4","2000 Antwerpen / Anvers","+32 (3) 289.93.13",""
"Palit [CASTELLINO]","Groenplaats, 28","2000 Antwerpen / Anvers","+32 (3) 232.82.96",""
"On Top België BV [ON TOP BELGIE]","Schrijnwerkersstraat, 6","2000 Antwerpen / Anvers","+32 (3) 225.26.21",""
"Vandenberk/Anne Mie [L'OSTERIA]","Otto Veniusstraat, 24","2000 Antwerpen / Anvers","+32 (3) 238.25.71",""
"Ferrier 30","Leopold de Waelplaats, 30","2000 Antwerpen / Anvers","+32 (3) 216.99.94",""
"Restaurant Dua-Gomez [RESTAURANT DUA-GOMEZ BVBA]","Verbondstraat, 41","2000 Antwerpen / Anvers","+32 (3) 237.36.99",""
"Tmimi/Laila ['T HOFKE]","Oude Koornmarkt, 16","2000 Antwerpen / Anvers","",""
"Aerts Food","Brouwersvliet, 30","2000 Antwerpen / Anvers","+32 (3) 226.91.13",""
"Van overloop/Steven [VAN OVERLOOP STEVEN]","Vlasmarkt, 14","2000 Antwerpen / Anvers","+32 (3) 290.83.03",""
"t Koemmeke soep/Paul ['T KOEMMEKE SOEP]","Rodestraat, 6","2000 Antwerpen / Anvers","+32 (3) 232.81.49",""
"Piccoli Snack-Bar","Jezusstraat, 35","2000 Antwerpen / Anvers","+32 (3) 232.32.91",""
"De Kip [REST. DE KIP]","Oude Koornmarkt, 39","2000 Antwerpen / Anvers","+32 (3) 225.30.22",""
"Het Vermoeide Model","Lijnwaadmarkt, 2","2000 Antwerpen / Anvers","+32 (3) 233.52.61",""
"La Bella Sicula","Italiëlei, 38","2000 Antwerpen / Anvers","+32 (3) 233.34.73",""
"In de schaduw van de kathedraal","Handschoenmarkt, 17","2000 Antwerpen / Anvers","+32 (3) 226.88.14","indeschaduwvandekathedraal@pandora.be"
"Pizzeria Pepino","Gillisplaats, 4","2000 Antwerpen / Anvers","+32 (3) 248.47.49",""
"G & P Projects [GUYLIAN]","Komedieplaats, 15","2000 Antwerpen / Anvers","+32 (3) 232.18.58",""
"Van De Vliet ['T HOFKE]","Oude Koornmarkt, 16","2000 Antwerpen / Anvers","+32 (3) 233.86.06",""
"Liferecycle","Graaf van Egmontstraat, 60","2000 Antwerpen / Anvers","+32 (3) 257.76.78",""
"La Meridiana Fashion [MATTERHORN]","Huidevettersstraat, 51","2000 Antwerpen / Anvers","+32 (3) 475.19.58",""
"Kepa [RESTAURANT ROODEN HOED]","Oude Koornmarkt, 25","2000 Antwerpen / Anvers","+32 (3) 233.28.44","info@roodenhoed.be"
"Studio Bazaar/Ludo","Waalsekaai, 54","2000 Antwerpen / Anvers","",""
"De Wilde Zee (Restaurant) [IMMOLUX]","Lombardenvest, 45","2000 Antwerpen / Anvers","+32 (3) 231.47.34","info@wilde-zee.be"
"Hippodroom [HYPPODROOM]","Leopold de Waelplaats, 10","2000 Antwerpen / Anvers","",""
"Zuiderterras","Sint-Jansvliet, 236/Y","2000 Antwerpen / Anvers","+32 (3) 234.12.75","info@zuiderterras.be"
"Mai Thai","Vlasmarkt, 7","2000 Antwerpen / Anvers","+32 (3) 225.16.87",""
"Zeppos bvba [K. ZEPPOS]","Vleminckveld, 78","2000 Antwerpen / Anvers","+32 (3) 227.21.23",""
"Ongena/Yvonne [BAGETERIE]","Napelsstraat, 110","2000 Antwerpen / Anvers","",""
"Dal Dottore & Co","Tabakvest, 93","2000 Antwerpen / Anvers","+32 (3) 232.70.10",""
"Nuevo Las Manas nv","Ankerrui, 36","2000 Antwerpen / Anvers","+32 (3) 233.65.28",""
"Huijbregts-Heirwegh/Andries [FIRMA HURO NV]","Stoofstraat, 6","2000 Antwerpen / Anvers","+32 (3) 234.17.20",""
"Brikke","Blauwmoezelstraat, 1","2000 Antwerpen / Anvers","+32 (3) 231.84.76",""
"Express1 [DE SINJOOR]","Oude Koornmarkt, 31","2000 Antwerpen / Anvers","+32 (3) 213.22.15",""
"Cammerpoorte (Hotel) [GOJA]","Nationalestraat, 38","2000 Antwerpen / Anvers","+32 (3) 231.97.36","info@hotelcammerpoorte.be"
"De Herdt/Adolf [TRIANON]","Jezusstraat, 19","2000 Antwerpen / Anvers","+32 (3) 233.37.62",""
"Vanservyt/Barth [CUTZZ]","Lange Nieuwstraat, 15","2000 Antwerpen / Anvers","+32 (3) 294.56.64",""
"R.V.R.","Melkmarkt, 13","2000 Antwerpen / Anvers","+32 (3) 290.47.88",""
"Braeckmans/Annick ['T TEEKAFE]","Jezusstraat, 8","2000 Antwerpen / Anvers","+32 (3) 225.02.06",""
"De Coninck/Dimitri","Italiëlei, 177","2000 Antwerpen / Anvers","+32 (3) 297.56.42",""
"Midi [CARLTON]","Volkstraat, 69","2000 Antwerpen / Anvers","+32 (3) 248.81.89",""
"Wereld Van Kocagne","Graaf van Egmontstraat, 19","2000 Antwerpen / Anvers","+32 (3) 293.51.15","jurgen_pauwels@hotmail.com"
"Somsangar W. [RESTAURANT DEN HAVERBAK]","Vlaamsekaai, 14","2000 Antwerpen / Anvers","+32 (3) 237.46.51","kwai@telenet.be"
"Hansa Huis [STADSCAFE]","Suikerrui, 5","2000 Antwerpen / Anvers","+32 (3) 231.22.34",""
"Chicco di Café [CHICCO DI CAFFE]","Wiegstraat, 14","2000 Antwerpen / Anvers","+32 (3) 225.59.29",""
"Gouden Reaal [BISTRO GOUDEN REAAL]","Kaasstraat, 1","2000 Antwerpen / Anvers","+32 (3) 233.18.60",""
"Verhoeven/Tania [CUCINA DI TANIA]","Ankerrui, 56","2000 Antwerpen / Anvers","+32 (3) 232.88.81",""
"Mangerie Den Dobbelsteen","Pelgrimstraat, 30","2000 Antwerpen / Anvers","+32 (3) 227.25.18",""
"L'Anvercois [DE CEL]","Kipdorp, 61","2000 Antwerpen / Anvers","+32 (3) 227.16.26",""
"Peeters/Jan-K","Italiëlei, 98","2000 Antwerpen / Anvers","+32 (3) 234.18.92",""
"Eethuisje t'neuzeke [CAFE 'T NEUZEKE]","Prekersstraat, 40","2000 Antwerpen / Anvers","+32 (3) 257.23.27",""
"CAFEDELUX","Melkmarkt, 18","2000 Antwerpen / Anvers","+32 (3) 232.17.66",""
"Van Den Eynde/Andre","Amerikalei, 206","2000 Antwerpen / Anvers","+32 (3) 248.00.03",""
"Facade cv","Hendrik Conscienceplein, 18","2000 Antwerpen / Anvers","+32 (3) 233.59.31",""
"Maes/Anita","Louizastraat, 3","2000 Antwerpen / Anvers","+32 (3) 232.37.48",""
"De Wandelaar","Falconplein, 49","2000 Antwerpen / Anvers","+32 (3) 231.78.74",""
"Engels/Erik","Oudevaartplaats, 10","2000 Antwerpen / Anvers","",""
"Ceyda bvba [LA TORRE]","Handschoenmarkt, 14","2000 Antwerpen / Anvers","+32 (3) 232.06.30",""
"ISSA","Kronenburgstraat, 65","2000 Antwerpen / Anvers","+32 (3) 257.58.65",""
"Oliver's gcv","Korte Winkelstraat, 10","2000 Antwerpen / Anvers","",""
"Hooyberghs/Frans","Klapdorp, 21","2000 Antwerpen / Anvers","+32 (3) 231.36.32",""
"A.P.M. Antwerpse Pasta Maatschappij bvba, A.P.M.","Oude Koornmarkt, 32","2000 Antwerpen / Anvers","+32 (3) 233.17.76",""
"Daems/Ulrich [NO PROBLEM]","Ernest Van Dijckkaai, 26","2000 Antwerpen / Anvers","",""
"De Clercq/Olivier","Italiëlei, 50","2000 Antwerpen / Anvers","+32 (3) 227.34.38",""
"Yu Siu/K.","Klapdorp, 70","2000 Antwerpen / Anvers","+32 (3) 234.21.96",""
"Philrest nv [MC DONALDS]","Groenplaats, 17","2000 Antwerpen / Anvers","+32 (3) 232.20.16",""
"Het Gerecht","Amerikalei, 20","2000 Antwerpen / Anvers","+32 (3) 248.79.28","restaurant@hetgerecht.be"
"Irem","Sint-Jansvliet, 17","2000 Antwerpen / Anvers","+32 (3) 475.97.12",""
"Exki","Wiegstraat, 7","2000 Antwerpen / Anvers","+32 (3) 213.08.57",""
"Zolderke ('t) [DE KLEINE CHABLIS]","Hoofdkerkstraat, 7","2000 Antwerpen / Anvers","+32 (3) 233.84.27","bart.wimer@telenet.be"
"Geevers/Koen","Otto Veniusstraat, 5","2000 Antwerpen / Anvers","+32 (3) 293.81.23",""
"L'Osteria","Haarstraat, 8","2000 Antwerpen / Anvers","+32 (3) 231.76.98",""
"Residentie I-Lo [HET FESTIJN JO & LO]","Napelsstraat, 63","2000 Antwerpen / Anvers","+32 (3) 232.08.47",""
"Het Nieuwe Palinghuis (Rest.)","Sint-Jansvliet, 14","2000 Antwerpen / Anvers","+32 (3) 231.74.45",""
"Dejavu [DEJAVUE]","Stadswaag, 13","2000 Antwerpen / Anvers","+32 (3) 234.37.18",""
"Timmermans Georgette [DE GRANAETAPPEL]","Hoogstraat, 30","2000 Antwerpen / Anvers","+32 (3) 293.39.85",""
"Tramezzini","Gijzelaarsstraat, 58","2000 Antwerpen / Anvers","+32 (3) 257.09.57","nabilla_ad@hotmail.com"
"Manderveld/Luc","De Vrierestraat, 4","2000 Antwerpen / Anvers","+32 (3) 226.74.40",""
"Stuart/Kasper [DE WOK EN 'T TAFELDIER]","Gentplaats, 1","2000 Antwerpen / Anvers","+32 (3) 288.08.14","info@taste.nu"
"Metin","Paardenmarkt, 1","2000 Antwerpen / Anvers","+32 (3) 231.36.34",""
"Mahler-Todaro/A.","Ankerrui, 50","2000 Antwerpen / Anvers","+32 (3) 233.14.85",""
"Wah-Kel (Restaurant) [RESTAURANT WAH KEL]","Verversrui, 32","2000 Antwerpen / Anvers","+32 (3) 233.64.26",""
"Invincible","Pacificatiestraat, 3","2000 Antwerpen / Anvers","+32 (3) 294.48.78",""
"Restogere nv [RESTAURANT DEN HAVERBAK]","Vlaamsekaai, 14","2000 Antwerpen / Anvers","+32 (3) 238.35.39",""
"De Zink [P'ZINK]","Veemarkt, 9","2000 Antwerpen / Anvers","+32 (3) 707.25.50",""
"Wok - U [WOK-A-WAY]","Groendalstraat, 12","2000 Antwerpen / Anvers","+32 (3) 213.13.13","info.antwerpen@wokaway.com"
"Ozer/Elif [DANSING CHOCOLA]","Kloosterstraat, 159","2000 Antwerpen / Anvers","",""
"Man Ley","Paardenmarkt, 44","2000 Antwerpen / Anvers","+32 (3) 226.32.70",""
"Au Vieux Port","Napelsstraat, 130","2000 Antwerpen / Anvers","+32 (3) 290.77.11",""
"PATIO","Sint-Katelijnevest, 50","2000 Antwerpen / Anvers","+32 (3) 227.21.71",""
"Delifrance Restaurants Belgium","Meir, 26","2000 Antwerpen / Anvers","+32 (3) 233.77.34","info@delifrance.be"
"Yamada","Kronenburgstraat, 31","2000 Antwerpen / Anvers","+32 (3) 226.62.42",""
"Katco bvba [LAS VEGAS]","Melkmarkt, 26","2000 Antwerpen / Anvers","+32 (3) 232.64.01",""
"Gerlach","De Gerlachekaai, 11","2000 Antwerpen / Anvers","+32 (3) 248.19.87","info@gerlache.be"
"LaRiva","Londenstraat, 52","2000 Antwerpen / Anvers","+32 (3) 225.01.02",""
"Verhack/Stéphanie","Korte Sint-Annastraat, 7","2000 Antwerpen / Anvers","+32 (3) 213.37.20",""
"Mata Mata & Pili Pili bvba [AL MEZZA]","Hoogstraat, 44","2000 Antwerpen / Anvers","+32 (3) 213.19.28",""
"Heirman-Vermeiren/Jurgen-Els","Oude Koornmarkt, 22","2000 Antwerpen / Anvers","+32 (3) 290.55.29",""
"Sinjoor (Restaurant) [AMADEUS]","Sint-Paulusplaats, 20","2000 Antwerpen / Anvers","+32 (3) 232.25.77",""
"De broers van Julienne [BROERS VAN JULIENNE]","Kasteelpleinstraat, 45","2000 Antwerpen / Anvers","+32 (3) 232.02.03",""
"Hessenhuis [CAFETARIA HESSENHUIS]","Falconrui, 53","2000 Antwerpen / Anvers","+32 (3) 231.13.56",""
"Mercam [AL DENTE]","Vlaamsekaai, 52","2000 Antwerpen / Anvers","+32 (3) 237.09.90",""
"Fiskeba [FISKEBAR]","Marnixplaats, 12","2000 Antwerpen / Anvers","+32 (3) 257.13.57",""
"Saffraan","Geuzenstraat, 15","2000 Antwerpen / Anvers","+32 (3) 237.66.56",""
"Singha","Vleeshuisstraat, 1","2000 Antwerpen / Anvers","+32 (3) 231.25.74",""
"Zoute Zoen (Le) [RESTAURANT ZIRK]","Zirkstraat, 17","2000 Antwerpen / Anvers","+32 (3) 226.92.20",""
"Erik bvba","Waalsekaai, 35","2000 Antwerpen / Anvers","+32 (3) 248.24.47",""
"Xaverius Eetcafé","Handschoenmarkt, 16","2000 Antwerpen / Anvers","",""
"ANTWERP RIVERSIDE","Suikerrui, 1","2000 Antwerpen / Anvers","+32 (3) 289.69.02","antwerpriverside@hotmail.com"
"De Lantaren","Haarstraat, 14","2000 Antwerpen / Anvers","+32 (3) 233.83.65",""
"Jans/Jean-Marie","Klapdorp, 91","2000 Antwerpen / Anvers","",""
"D'offis","Waalsekaai, 28","2000 Antwerpen / Anvers","+32 (3) 216.10.12",""
"Nivo 16 [LAIT RUSSE]","Falconplein, 16","2000 Antwerpen / Anvers","",""
"MO MADE","Volkstraat, 63","2000 Antwerpen / Anvers","+32 (3) 290.48.30",""
"Mamado bvba","Hendrik Conscienceplein, 13","2000 Antwerpen / Anvers","+32 (3) 231.96.61",""
"Lagoon bvba [GULDEN SWAENE]","Hendrik Conscienceplein, 15","2000 Antwerpen / Anvers","",""
"IBO [MURADIM]","Gijzelaarsstraat, 4","2000 Antwerpen / Anvers","+32 (3) 237.05.33",""
"Cetin/Nofel","Gillisplaats, 5","2000 Antwerpen / Anvers","+32 (3) 237.35.99",""
"Govaerts H.","Korte Sint-Annastraat, 9","2000 Antwerpen / Anvers","+32 (3) 225.08.47",""
"Ilha Formosa/Ilha","Grote Pieter Potstraat, 20","2000 Antwerpen / Anvers","+32 (3) 290.47.30",""
"Spaghettiworld","Oude Koornmarkt, 66","2000 Antwerpen / Anvers","+32 (3) 234.38.01",""
"In de schaduw van de kathedraal","Handschoenmarkt, 19","2000 Antwerpen / Anvers","+32 (3) 232.40.14","indeschaduwvandekathedraal@pandora.be"
"Cafenova bvba","Pelgrimstraat, 17","2000 Antwerpen / Anvers","",""
"Restaurant Lids// [LIDS]","Veemarkt, 4","2000 Antwerpen / Anvers","+32 (3) 288.83.10","lids@pandora.be"
"Lukin/Marko [DUBROVNIK]","Nationalestraat, 151","2000 Antwerpen / Anvers","",""
"Kumpir","Grote Markt, 58","2000 Antwerpen / Anvers","+32 (3) 233.20.03",""
"San Marco","Eiermarkt, 3","2000 Antwerpen / Anvers","+32 (3) 707.10.34",""
"Van Dongen/Adrianus","Kipdorp, 39","2000 Antwerpen / Anvers","+32 (3) 293.86.54",""
"Hungry Henrietta bvba","Lombardenvest, 19","2000 Antwerpen / Anvers","+32 (3) 232.29.28",""
"Bouffe@Bollinger N.V. [BOUFFE & B]","Theaterplein, 1","2000 Antwerpen / Anvers","+32 (3) 289.27.50",""
"REST NUEVO LAS MANAS/MIGUEL ESPANTOSO MENDEZ [NUEVO LAS MANAS]","Ankerrui, 34","2000 Antwerpen / Anvers","",""
"La Luna","Italiëlei, 177","2000 Antwerpen / Anvers","+32 (3) 232.23.44",""
"scheurkogel/karin [JAM]","Wolstraat, 47","2000 Antwerpen / Anvers","+32 (3) 233.36.12",""
"QPQR [I FAMOSI]","Steenbergstraat, 11","2000 Antwerpen / Anvers","+32 (3) 231.29.01",""
"Wouters/Bert [DEN DREMPEL]","Korte Nieuwstraat, 28","2000 Antwerpen / Anvers","",""
"Kommilfoo","Vlaamsekaai, 17","2000 Antwerpen / Anvers","+32 (3) 237.30.00",""
"Kah [YOKOHAMA]","Ernest Van Dijckkaai, 13","2000 Antwerpen / Anvers","+32 (3) 231.91.08",""
"L'artista","Klapdorp, 121","2000 Antwerpen / Anvers","+32 (3) 227.55.57",""
"De Vries/Koen [KOMA]","Lange Koepoortstraat, 61","2000 Antwerpen / Anvers","+32 (3) 234.39.98","koen.de.vries@pandora.be"
"De Matelote bvba","Haarstraat, 9","2000 Antwerpen / Anvers","","dematelote@telenet.be"
"De Siechel","Venusstraat, 17","2000 Antwerpen / Anvers","+32 (3) 226.49.36","wipi@skynet.be"
"Ijssalon 't Bieke","Korte Gasthuisstraat, 8","2000 Antwerpen / Anvers","+32 (3) 231.61.59",""
"t steen/An ['T STEEN]","Suikerrui, 7","2000 Antwerpen / Anvers","+32 (3) 232.77.41",""
"L'Officina","Plantinkaai, 18","2000 Antwerpen / Anvers","+32 (3) 226.92.78","l_officina@hotmail.com"
"Choi/Sou","Italiëlei, 189","2000 Antwerpen / Anvers","+32 (3) 231.09.88",""
"Las Manas (Restaurant) [NUEVO LAS MANAS]","Ankerrui, 36","2000 Antwerpen / Anvers","+32 (3) 231.72.20","miguel@lasmanas.com"
"Vertommen/Joanna [BELLE AUDREY]","Kloosterstraat, 72","2000 Antwerpen / Anvers","+32 (3) 237.66.82",""
"Gemeiner/Glenn [BRASSERIE DEN ARTIST]","Museumstraat, 45","2000 Antwerpen / Anvers","+32 (3) 290.52.28",""
"A La Carta","Oever, 2","2000 Antwerpen / Anvers","+32 (3) 233.14.07",""
"Chassapis/Athanassios [CAFETZOU]","Marnixplaats, 10","2000 Antwerpen / Anvers","+32 (3) 216.25.59",""
"Ad Hock [HADDOCK]","Amerikalei, 8","2000 Antwerpen / Anvers","+32 (3) 293.77.70",""
"Finjan bvba","Graaf van Hoornestraat, 1","2000 Antwerpen / Anvers","",""
"La Passarella [PASSAGE]","Beddenstraat, 2","2000 Antwerpen / Anvers","+32 (3) 231.83.49",""
"Laeremans/Andrea [PRETTY PICK-NIC]","De Gerlachekaai, 37","2000 Antwerpen / Anvers","+32 (3) 216.05.20",""
"Oostra ['T KANEEL]","Waalsekaai, 32","2000 Antwerpen / Anvers","+32 (3) 248.11.11",""
"smak","Londenstraat, 18","2000 Antwerpen / Anvers","+32 (3) 232.06.42",""
"Stael/Daisy [SALSA-SNACK DAISY]","Vekestraat, 49","2000 Antwerpen / Anvers","+32 (3) 232.00.93",""
"Maldonado/Carlos [BIOLOGISCH DYNAMISCHE BAKKERIJ]","Volkstraat, 17","2000 Antwerpen / Anvers","+32 (3) 216.00.42",""
"Noble House [PRO ULTIMO]","Stadswaag, 21","2000 Antwerpen / Anvers","+32 (3) 231.98.04",""
"Los Amigos Catering [LA BOQUERIA]","Scheldeken, 7","2000 Antwerpen / Anvers","+32 (3) 231.27.17",""
"Jazz Studio Tritonus","De Vrierestraat, 17","2000 Antwerpen / Anvers","+32 (3) 248.24.68",""
"S.N.S INTERNATIONAL BELGIUM","Kipdorpvest, 7/A","2000 Antwerpen / Anvers","+32 (3) 226.07.74",""
"Perdaems J. [FRITUUR NR 1]","Hoogstraat, 1","2000 Antwerpen / Anvers","+32 (3) 232.63.77",""
"Lucy Chang bvba","Marnixplaats, 16","2000 Antwerpen / Anvers","",""
"Tiramisu","Schuttershofstraat, 31","2000 Antwerpen / Anvers","+32 (3) 231.82.51",""
"Restaurant Pazzo [POCO PAZZO]","Oudeleeuwenrui, 12","2000 Antwerpen / Anvers","+32 (3) 232.86.82","pazzo@skynet.be"
"Blancquaert/Ingeborg [KOMMILFOO]","Vlaamsekaai, 17","2000 Antwerpen / Anvers","",""
"Nuova Era bvba [NUOVA ARTE]","Graaf van Hoornestraat, 3","2000 Antwerpen / Anvers","+32 (3) 248.96.20","info@nuovaera.be"
"Tea-Room Moments [MOMENTS]","Meir, 47","2000 Antwerpen / Anvers","+32 (3) 233.60.76","moments@skynet.be"
"Hippodroom bvba [HYPPODROOM]","Leopold de Waelplaats, 10","2000 Antwerpen / Anvers","+32 (3) 248.52.52",""
"Wow wok","Oude Koornmarkt, 4","2000 Antwerpen / Anvers","+32 (3) 293.84.36",""
"Des Arts [CAFE DES ARTS]","Frankrijklei, 40","2000 Antwerpen / Anvers","+32 (3) 233.18.09",""
"Het Festijn Jo & Lo","Napelsstraat, 106","2000 Antwerpen / Anvers","+32 (3) 231.12.03",""
"Bitterzoet","Kronenburgstraat, 41/D","2000 Antwerpen / Anvers","+32 (3) 290.04.02","bitterzoet0@hotmail.com"
"Symforosa bvba","Kleine Markt, 8","2000 Antwerpen / Anvers","+32 (3) 233.84.09",""
"Da Giovanni","Jan Blomstraat, 7","2000 Antwerpen / Anvers","+32 (3) 707.10.47","dagiovanni@pandora.be"
"Entrepot du Congo","De Burburestraat, 2","2000 Antwerpen / Anvers","+32 (3) 257.16.48",""
"De Maeyer/Jan","Sint-Paulusstraat, 21","2000 Antwerpen / Anvers","",""
"Lesvos by night","Hoogstraat, 34","2000 Antwerpen / Anvers","+32 (3) 231.18.11",""
"Pata Negra [VERS ] BVBA]","Nassaustraat, 19","2000 Antwerpen / Anvers","+32 (3) 233.75.70","pata.negra@skynet.be"
"Snack Side [PITA PALACE]","Sint-Jansvliet, 15","2000 Antwerpen / Anvers","+32 (3) 226.20.77",""
"Lescrinier/Bernard [RESTAURANT BERNARDIN]","Sint-Jacobsstraat, 17","2000 Antwerpen / Anvers","",""
"Costa Pinto/Rosa ['T LEKKERHUISJE]","Kipdorpvest, 40","2000 Antwerpen / Anvers","+32 (3) 234.95.31",""
"Kartini","Oude Koornmarkt, 61","2000 Antwerpen / Anvers","+32 (3) 226.44.63","jusuf.natadiredja@pandora.be"
"Lola Kinderkleding [CHINOIS]","Sint-Jorispoort, 15","2000 Antwerpen / Anvers","+32 (3) 234.03.45",""
"Tante Yvonne bvba","Vlaamsekaai, 92","2000 Antwerpen / Anvers","+32 (3) 237.07.31",""
"SMB Horeca","Groenplaats, 18","2000 Antwerpen / Anvers","+32 (3) 232.54.33",""
"Lies [TABL'EAU]","Hoogstraat, 71","2000 Antwerpen / Anvers","+32 (3) 227.11.89",""
"De Belder/Dave [DE GODEVAART]","Wolstraat, 45","2000 Antwerpen / Anvers","",""
"Wok A Way/Kasper [DE WOK EN 'T TAFELDIER]","Gentplaats, 1","2000 Antwerpen / Anvers","+32 (3) 293.72.54","info@taste.nu"
"Verheyden/Nelly [TIKANIS]","Maarschalk Gérardstraat, 19","2000 Antwerpen / Anvers","+32 (3) 227.18.68",""
"Varelli","Plantinkaai, 15","2000 Antwerpen / Anvers","+32 (3) 485.88.82",""
"Balke/Edward [IZUMI-JAPANS RESTAURANT]","Beeldhouwersstraat, 48","2000 Antwerpen / Anvers","+32 (3) 237.19.33",""
"Tam/Wing","Kasteelpleinstraat, 36","2000 Antwerpen / Anvers","",""
"Cammerpoorte [GOJA]","Nationalestraat, 38","2000 Antwerpen / Anvers","+32 (3) 226.92.90","info@cammerpoorte.be"
"'t Fritkotje","Londenstraat, 48","2000 Antwerpen / Anvers","+32 (3) 232.24.04",""
"Chiu/Yee wah","Italiëlei, 99","2000 Antwerpen / Anvers","+32 (3) 297.60.98",""
"Gistelein (Restaurant)","Zand, 25","2000 Antwerpen / Anvers","+32 (3) 233.13.66",""
"De Moor/Dirk","Hendrik Conscienceplein, 3","2000 Antwerpen / Anvers","+32 (3) 232.64.38","restaurant.demanie@scarlet.be"
"Mertens/Alfreda","Huidevettersstraat, 32","2000 Antwerpen / Anvers","+32 (3) 232.69.54",""
"Fuji-San bvba","Waalsekaai, 36","2000 Antwerpen / Anvers","+32 (3) 216.27.53",""
"AYLA G","Oude Koornmarkt, 28","2000 Antwerpen / Anvers","+32 (3) 226.86.22","restaurant_verona@hotmail.com"
"Huis De Colvenier","Sint-Antoniusstraat, 8","2000 Antwerpen / Anvers","+32 (3) 227.13.14","info@colvenier.be"
"Cammerpoorte, Cammer bvba [GOJA]","Nationalestraat, 38","2000 Antwerpen / Anvers","+32 (3) 213.27.05","info@cammerpoorte.be"
"Serap [DOUSLIME]","Waalsekaai, 38","2000 Antwerpen / Anvers","+32 (3) 290.32.88",""
"De Peerdestal bvba [ZOUT & PEPER]","Wijngaardstraat, 8","2000 Antwerpen / Anvers","+32 (3) 231.95.03",""
"Girne bvba [CYPRUS]","Volkstraat, 60","2000 Antwerpen / Anvers","+32 (3) 237.03.91",""
"Verley/Linda [DE NONIUS]","Ossenmarkt, 33","2000 Antwerpen / Anvers","+32 (3) 233.70.66",""
